,Parent,Tag,ContainedInStructure,ObjectPlacement,Representation,ObjectType,GlobalId,OwnerHistory,Name,Description,ODAUniqueID,IsDefinedBy,NOI_UUID,ConnectedTo,HasAssociations,HasOpenings,ConnectedFrom,OverallWidth,Reference,OverallHeight,FillsVoids,Einheit,V9,V8,V7,V6,ShapeType,PredefinedType,Gewerk,InteriorOrExteriorSpace,LongName,ElevationWithFlooring,Flchenart_Wohnflche,CompositionType,Decomposes,Faktor_DIN277,SpaceTemperatureMax,SpaceTemperatureMin,Faktor,Ortscode_Geschobezeichnung,Faktor_Wohnflche_Raum,Flchenart_DIN277,Umschlieungsart
369467,2. Obergeschoss,,,369411,369414,,3us9EorAn8fff9nvDQfezH,4,314,,369467,"369488,369503,369535",6b89f2c7-223d-11db-af45-0030057e0ab1--39622,,,,,,3us9EorAn8fff9nvDQfezH,,,m,,,,,,,,INTERNAL,WC Damen,nan(snan),-1,ELEMENT,385113,1.000000,15.000000,15.000000,1.000000,,1.000000,,
369608,2. Obergeschoss,,,369552,369555,,2gTQU14mHDHPszw1sU5oZW,4,315,,369608,"369629,369644,369676",6b89f2c7-223d-11db-af45-0030057e0ab1--39614,,,,,,2gTQU14mHDHPszw1sU5oZW,,,m,,,,,,,,INTERNAL,Buero,nan(snan),-1,ELEMENT,385113,1.000000,20.000000,20.000000,1.000000,,1.000000,,
369749,2. Obergeschoss,,,369693,369696,,2QEF83qovDOff3uWkolO4j,4,316,,369749,"369770,369786,369817",6b89f2c7-223d-11db-af45-0030057e0ab1--39616,,,,,,2QEF83qovDOff3uWkolO4j,,,m,,,,,,,,INTERNAL,Buero,nan(snan),-1,ELEMENT,385113,1.000000,20.000000,20.000000,1.000000,,1.000000,,
369890,2. Obergeschoss,,,369834,369837,,0Mqxdq5OnAkAM62uMewp5C,4,317,,369890,"369912,369927,369958",6b89f2c7-223d-11db-af45-0030057e0ab1--39620,,,,,,0Mqxdq5OnAkAM62uMewp5C,,,m,,,,,,,,INTERNAL,Buero,nan(snan),-1,ELEMENT,385113,1.000000,20.000000,20.000000,1.000000,,1.000000,,
370032,2. Obergeschoss,,,369975,369978,,2gu7ea0$18uPuBTv1qWy8s,4,318,,370032,"370053,370068,370099",6b89f2c7-223d-11db-af45-0030057e0ab1--39613,,,,,,2gu7ea0$18uPuBTv1qWy8s,,,m,,,,,,,,INTERNAL,Buero,nan(snan),-1,ELEMENT,385113,1.000000,20.000000,20.000000,1.000000,,1.000000,,
370173,2. Obergeschoss,,,370116,370119,,0D7AJpMsr8EB38mDB1LCJ8,4,319,,370173,"370194,370209,370240",6b89f2c7-223d-11db-af45-0030057e0ab1--39611,,,,,,0D7AJpMsr8EB38mDB1LCJ8,,,m,,,,,,,,INTERNAL,Buero,nan(snan),-1,ELEMENT,385113,1.000000,20.000000,20.000000,1.000000,,1.000000,,
370314,2. Obergeschoss,,,370257,370260,,0zxTyXbCvCYeCGPqxzi2aO,4,320,,370314,"370335,370350,370381",6b89f2c7-223d-11db-af45-0030057e0ab1--39630,,,,,,0zxTyXbCvCYeCGPqxzi2aO,,,m,,,,,,,,INTERNAL,Flur 2.OG West,nan(snan),-1,ELEMENT,385113,1.000000,15.000000,15.000000,1.000000,,1.000000,,
370455,2. Obergeschoss,,,370398,370401,,1QzmYBnfDDvAMqg2mFtvyX,4,321,,370455,"370476,370491,370522",6b89f2c7-223d-11db-af45-0030057e0ab1--39632,,,,,,1QzmYBnfDDvAMqg2mFtvyX,,,m,,,,,,,,INTERNAL,Flur 2.OG Treppe,nan(snan),-1,ELEMENT,385113,1.000000,15.000000,15.000000,1.000000,,1.000000,,
370596,2. Obergeschoss,,,370539,370543,,0C0P4_TX5BYP1IjNMSNvdw,4,322,,370596,"370617,370632,370663",6b89f2c7-223d-11db-af45-0030057e0ab1--39631,,,,,,0C0P4_TX5BYP1IjNMSNvdw,,,m,,,,,,,,INTERNAL,Flur 2.OG Ost,nan(snan),-1,ELEMENT,385113,1.000000,15.000000,15.000000,1.000000,,1.000000,,
370737,2. Obergeschoss,,,370681,370684,,3PnHBEYmrCpg2jZ0ATDbvA,4,311,,370737,"370758,370773,370805",6b89f2c7-223d-11db-af45-0030057e0ab1--39619,,,,,,3PnHBEYmrCpg2jZ0ATDbvA,,,m,,,,,,,,INTERNAL,Buero,nan(snan),-1,ELEMENT,385113,1.000000,20.000000,20.000000,1.000000,,1.000000,,
378335,Dachgeschoss,,,377969,377972,,2X9pkE3DL9_fd$c1d5Mzch,4,401,,378335,"378357,378372,378403",1fa3f171-2244-11db-af45-0030057e0ab1--1016,,,,,,2X9pkE3DL9_fd$c1d5Mzch,,,m,,,,,,,,INTERNAL,Flur 3.OG Treppe,nan(snan),-1,ELEMENT,385007,1.000000,10.000000,10.000000,1.000000,,1.000000,,
378787,Dachgeschoss,,,378420,378423,,1PUKgh$yjFuPUM7pZaWrhh,4,403,,378787,"378808,378823,378854",1fa3f171-2244-11db-af45-0030057e0ab1--1017,,,,,,1PUKgh$yjFuPUM7pZaWrhh,,,m,,,,,,,,INTERNAL,Dachboden -2,nan(snan),-1,ELEMENT,385007,1.000000,10.000000,10.000000,1.000000,,1.000000,,
379238,Dachgeschoss,,,378872,378875,,1kBiTYdMj5m9JdLY30bWMK,4,402,,379238,"379260,379275,379306",1fa3f171-2244-11db-af45-0030057e0ab1--1018,,,,,,1kBiTYdMj5m9JdLY30bWMK,,,m,,,,,,,,INTERNAL,Dachboden-1,nan(snan),-1,ELEMENT,385007,1.000000,10.000000,10.000000,1.000000,,1.000000,,
139640,Erdgeschoss,,384931,139559,139562,,3uYDSAxjfDlgD3bYA9dyci,4,,,139640,"139668,139683",3d434e23-2215-11db-af45-0030057e0ab1--995662,,139606,,,,3uYDSAxjfDlgD3bYA9dyci,,,m,,,,,,,,,,,,,,,,,,,,,
139781,Erdgeschoss,,384931,139700,139703,,3nsACjaYn2dxfnEpu7DkwB,4,,,139781,"139809,139824",3d434e23-2215-11db-af45-0030057e0ab1--995654,,139747,,,,3nsACjaYn2dxfnEpu7DkwB,,,m,,,,,,,,,,,,,,,,,,,,,
376144,Dachgeschoss,,385004,374865,376135,,16DXK6IT52exklpypVPiJ$,4,,,376144,,,,376139,,,,,,,,,,,,NOTDEFINED,,,,,,,,,,,,,,,,
377437,Dachgeschoss,,385004,376163,377428,,2BIRaFLrn84RA4JGpZV_uE,4,,,377437,,,,377432,,,,,,,,,,,,NOTDEFINED,,,,,,,,,,,,,,,,
380864,Dachgeschoss,,385004,379590,380855,,2RnT$a47LFOvYfaL82LCO1,4,,,380864,,,,380859,,,,,,,,,,,,NOTDEFINED,,,,,,,,,,,,,,,,
